mean_profile,std_profile,kurtosis_profile,skewness_profile,mean_dmsnr,std_dmsnr,kurtosis_dmsnr,skewness_dmsnr,target
113.78004807692308,49.86479891769231,0.21277375992307693,-0.05767819499999999,1.075508103846154,11.51257428153846,15.223606412307692,276.3413964,0
135.5869140625,48.2198656075,-0.017571603749999998,-0.048596448624999955,3.4951400502500007,20.664317264375,7.4154034448125,62.160150660000006,0
95.6875,41.31717205380952,0.5538415880952381,1.231680590904762,1.795150501666667,14.151325698095237,11.189369572857142,152.92972679523808,0
106.80859375,46.3179750425,0.20835518449999998,0.20233770275000001,0.669523411250001,9.2863065805,21.2860184325,525.78913175,0
156.87760416666666,44.14504768,-0.311678275,0.4707071326666667,23.102564100000002,59.907371176666665,2.3670851969999998,3.9963193350000097,0
137.12890625,50.091247465,-0.2313365315,-0.03154465649999999,0.3913043475000002,7.8078562045,29.618124620000003,946.44139235,0
145.15625,53.18836707333333,-0.5417224563333333,-0.0034128243333332864,142.01811596666664,87.30718126333332,-0.6958785676666661,-1.0774443490000039,0
111.21763392857143,44.12500023357143,0.2901620444285714,0.41234377514285714,3.2049689441428573,17.55416983285714,7.38679225,67.89927097428573,0
92.7578125,47.69528051,0.495228298,0.364956785,0.7290969900000004,10.17177827,18.31850403,388.8185231,0
111.635,47.4305482,0.23570673628,0.11005157196000004,2.4837792641600007,17.0722180892,9.13433642648,98.38136236119999,0
112.56584821428571,48.12192874357143,0.2387725854285714,0.07945811207142855,1.4884137602142857,12.696548986428573,12.782069996428572,203.3668620357143,0
129.60458669354838,48.579075252258065,0.007990011258064506,-0.08425710438709672,4.953393030580646,27.979805277741935,6.162403688741936,39.08436463290322,0
101.20758928571429,42.77247937714286,0.3503557188571429,0.8997352947142857,0.4599856665714288,8.56754494557143,24.877573484285712,686.514226842857,0
117.43125,60.633490922,0.11059591079999999,-0.9665311484,47.180267560000004,83.069436844,1.3383543065999994,0.031108488399993917,0
129.1796875,51.808250733125,0.04462394524999996,-0.2848338746250001,2.101588628749999,14.224194203125,10.095783375875,131.021657275,0
88.20920138888889,37.88157475,0.5978768001666668,2.0322361384444445,2.193190263777778,15.56922593777778,9.6762789655,113.39193521666667,0
85.746875,37.114647024,0.7278630620000001,2.6287485081,6.1186454851,29.813609047,5.364334481,29.545951807999998,0
113.47265625,39.443570808333334,0.20259017883333333,1.0659731165,0.8783444816666677,10.842256921666667,16.716344265,327.4318274666666,0
122.66145833333333,57.16554838133334,0.0879005438,-0.6633784866666667,12.967168338666667,42.72698838666666,3.3936215094,10.749008477800004,0
